system:index,area_m2,.geo
"59012,-11102",73265.62629983302,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51187339716043,-28.880377185238174],[153.5144747642281,-28.880377185238174],[153.5144747642281,-28.87777581817051],[153.51187339716043,-28.87777581817051],[153.51187339716043,-28.880377185238174]]]}"
"59013,-11102",73265.62629978787,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5144747642281,-28.880377185238174],[153.51707613129577,-28.880377185238174],[153.51707613129577,-28.87777581817051],[153.5144747642281,-28.87777581817051],[153.5144747642281,-28.880377185238174]]]}"
"59014,-11102",73265.62629980134,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51707613129577,-28.880377185238174],[153.51967749836345,-28.880377185238174],[153.51967749836345,-28.87777581817051],[153.51707613129577,-28.87777581817051],[153.51707613129577,-28.880377185238174]]]}"
"59015,-11102",73265.62629971931,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51967749836345,-28.880377185238174],[153.5222788654311,-28.880377185238174],[153.5222788654311,-28.87777581817051],[153.51967749836345,-28.87777581817051],[153.51967749836345,-28.880377185238174]]]}"
"59016,-11102",73265.62630058442,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5222788654311,-28.880377185238174],[153.5248802324988,-28.880377185238174],[153.5248802324988,-28.87777581817051],[153.5222788654311,-28.87777581817051],[153.5222788654311,-28.880377185238174]]]}"
"59017,-11102",73265.62629899631,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5248802324988,-28.880377185238174],[153.52748159956644,-28.880377185238174],[153.52748159956644,-28.87777581817051],[153.5248802324988,-28.87777581817051],[153.5248802324988,-28.880377185238174]]]}"
"59018,-11102",73265.62629905135,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.52748159956644,-28.880377185238174],[153.5300829666341,-28.880377185238174],[153.5300829666341,-28.87777581817051],[153.52748159956644,-28.87777581817051],[153.52748159956644,-28.880377185238174]]]}"
"59019,-11102",73265.62630062118,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5300829666341,-28.880377185238174],[153.53268433370178,-28.880377185238174],[153.53268433370178,-28.87777581817051],[153.5300829666341,-28.87777581817051],[153.5300829666341,-28.880377185238174]]]}"
"59020,-11102",73265.62629982327,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53268433370178,-28.880377185238174],[153.53528570076944,-28.880377185238174],[153.53528570076944,-28.87777581817051],[153.53268433370178,-28.87777581817051],[153.53268433370178,-28.880377185238174]]]}"
"59021,-11102",73265.62629971106,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53528570076944,-28.880377185238174],[153.53788706783712,-28.880377185238174],[153.53788706783712,-28.87777581817051],[153.53528570076944,-28.87777581817051],[153.53528570076944,-28.880377185238174]]]}"
"59022,-11102",73265.62629983347,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53788706783712,-28.880377185238174],[153.54048843490477,-28.880377185238174],[153.54048843490477,-28.87777581817051],[153.53788706783712,-28.87777581817051],[153.53788706783712,-28.880377185238174]]]}"
"59023,-11102",73265.62629976918,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54048843490477,-28.880377185238174],[153.54308980197246,-28.880377185238174],[153.54308980197246,-28.87777581817051],[153.54048843490477,-28.87777581817051],[153.54048843490477,-28.880377185238174]]]}"
"59024,-11102",73265.62629976314,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54308980197246,-28.880377185238174],[153.5456911690401,-28.880377185238174],[153.5456911690401,-28.87777581817051],[153.54308980197246,-28.87777581817051],[153.54308980197246,-28.880377185238174]]]}"
"59025,-11102",73265.62629912661,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5456911690401,-28.880377185238174],[153.54829253610777,-28.880377185238174],[153.54829253610777,-28.87777581817051],[153.5456911690401,-28.87777581817051],[153.5456911690401,-28.880377185238174]]]}"
"59026,-11102",73265.62630050615,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54829253610777,-28.880377185238174],[153.55089390317545,-28.880377185238174],[153.55089390317545,-28.87777581817051],[153.54829253610777,-28.87777581817051],[153.54829253610777,-28.880377185238174]]]}"
"59027,-11102",73265.62629903501,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55089390317545,-28.880377185238174],[153.5534952702431,-28.880377185238174],[153.5534952702431,-28.87777581817051],[153.55089390317545,-28.87777581817051],[153.55089390317545,-28.880377185238174]]]}"
"59028,-11102",73265.62630040428,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5534952702431,-28.880377185238174],[153.5560966373108,-28.880377185238174],[153.5560966373108,-28.87777581817051],[153.5534952702431,-28.87777581817051],[153.5534952702431,-28.880377185238174]]]}"
"59029,-11102",73265.62629915772,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5560966373108,-28.880377185238174],[153.55869800437844,-28.880377185238174],[153.55869800437844,-28.87777581817051],[153.5560966373108,-28.87777581817051],[153.5560966373108,-28.880377185238174]]]}"
"59030,-11102",73265.62630044107,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55869800437844,-28.880377185238174],[153.56129937144613,-28.880377185238174],[153.56129937144613,-28.87777581817051],[153.55869800437844,-28.87777581817051],[153.55869800437844,-28.880377185238174]]]}"
"59031,-11102",73265.6262990305,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56129937144613,-28.880377185238174],[153.56390073851378,-28.880377185238174],[153.56390073851378,-28.87777581817051],[153.56129937144613,-28.87777581817051],[153.56129937144613,-28.880377185238174]]]}"
"59032,-11102",73265.62629978974,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56390073851378,-28.880377185238174],[153.56650210558143,-28.880377185238174],[153.56650210558143,-28.87777581817051],[153.56390073851378,-28.87777581817051],[153.56390073851378,-28.880377185238174]]]}"
"59033,-11102",73265.6263005706,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56650210558143,-28.880377185238174],[153.56910347264912,-28.880377185238174],[153.56910347264912,-28.87777581817051],[153.56650210558143,-28.87777581817051],[153.56650210558143,-28.880377185238174]]]}"
"59034,-11102",73265.62629912277,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56910347264912,-28.880377185238174],[153.57170483971677,-28.880377185238174],[153.57170483971677,-28.87777581817051],[153.56910347264912,-28.87777581817051],[153.56910347264912,-28.880377185238174]]]}"
"59035,-11102",73265.6263005766,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57170483971677,-28.880377185238174],[153.57430620678446,-28.880377185238174],[153.57430620678446,-28.87777581817051],[153.57170483971677,-28.87777581817051],[153.57170483971677,-28.880377185238174]]]}"
"59036,-11102",73265.6262989778,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57430620678446,-28.880377185238174],[153.5769075738521,-28.880377185238174],[153.5769075738521,-28.87777581817051],[153.57430620678446,-28.87777581817051],[153.57430620678446,-28.880377185238174]]]}"
"59037,-11102",73265.62630045666,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5769075738521,-28.880377185238174],[153.5795089409198,-28.880377185238174],[153.5795089409198,-28.87777581817051],[153.5769075738521,-28.87777581817051],[153.5769075738521,-28.880377185238174]]]}"
"59038,-11102",73265.62629912097,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5795089409198,-28.880377185238174],[153.58211030798745,-28.880377185238174],[153.58211030798745,-28.87777581817051],[153.5795089409198,-28.87777581817051],[153.5795089409198,-28.880377185238174]]]}"
"59039,-11102",73265.62629976455,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58211030798745,-28.880377185238174],[153.5847116750551,-28.880377185238174],[153.5847116750551,-28.87777581817051],[153.58211030798745,-28.87777581817051],[153.58211030798745,-28.880377185238174]]]}"
"59040,-11102",73265.62629996087,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5847116750551,-28.880377185238174],[153.5873130421228,-28.880377185238174],[153.5873130421228,-28.87777581817051],[153.5847116750551,-28.87777581817051],[153.5847116750551,-28.880377185238174]]]}"
"59041,-11102",73265.6262997773,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5873130421228,-28.880377185238174],[153.58991440919044,-28.880377185238174],[153.58991440919044,-28.87777581817051],[153.5873130421228,-28.87777581817051],[153.5873130421228,-28.880377185238174]]]}"
"59042,-11102",73265.62629980578,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58991440919044,-28.880377185238174],[153.59251577625813,-28.880377185238174],[153.59251577625813,-28.87777581817051],[153.58991440919044,-28.87777581817051],[153.58991440919044,-28.880377185238174]]]}"
"59043,-11102",73265.62629974488,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59251577625813,-28.880377185238174],[153.59511714332578,-28.880377185238174],[153.59511714332578,-28.87777581817051],[153.59251577625813,-28.87777581817051],[153.59251577625813,-28.880377185238174]]]}"
"59044,-11102",73265.62629975485,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.880377185238174],[153.59771851039346,-28.880377185238174],[153.59771851039346,-28.87777581817051],[153.59511714332578,-28.87777581817051],[153.59511714332578,-28.880377185238174]]]}"
"59045,-11102",73265.62629975736,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.880377185238174],[153.60031987746112,-28.880377185238174],[153.60031987746112,-28.87777581817051],[153.59771851039346,-28.87777581817051],[153.59771851039346,-28.880377185238174]]]}"
"59046,-11102",73265.62629900234,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.880377185238174],[153.60292124452877,-28.880377185238174],[153.60292124452877,-28.87777581817051],[153.60031987746112,-28.87777581817051],[153.60031987746112,-28.880377185238174]]]}"
"59047,-11102",73265.62630059104,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60292124452877,-28.880377185238174],[153.60552261159646,-28.880377185238174],[153.60552261159646,-28.87777581817051],[153.60292124452877,-28.87777581817051],[153.60292124452877,-28.880377185238174]]]}"
"59048,-11102",73265.6262997325,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60552261159646,-28.880377185238174],[153.6081239786641,-28.880377185238174],[153.6081239786641,-28.87777581817051],[153.60552261159646,-28.87777581817051],[153.60552261159646,-28.880377185238174]]]}"
"59049,-11102",73265.62629981712,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6081239786641,-28.880377185238174],[153.6107253457318,-28.880377185238174],[153.6107253457318,-28.87777581817051],[153.6081239786641,-28.87777581817051],[153.6081239786641,-28.880377185238174]]]}"
"59050,-11102",73265.62629970575,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6107253457318,-28.880377185238174],[153.61332671279945,-28.880377185238174],[153.61332671279945,-28.87777581817051],[153.6107253457318,-28.87777581817051],[153.6107253457318,-28.880377185238174]]]}"
"59051,-11102",73265.62629976825,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61332671279945,-28.880377185238174],[153.61592807986713,-28.880377185238174],[153.61592807986713,-28.87777581817051],[153.61332671279945,-28.87777581817051],[153.61332671279945,-28.880377185238174]]]}"
"59052,-11102",73265.62629979812,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61592807986713,-28.880377185238174],[153.6185294469348,-28.880377185238174],[153.6185294469348,-28.87777581817051],[153.61592807986713,-28.87777581817051],[153.61592807986713,-28.880377185238174]]]}"
"59053,-11102",73265.62629902684,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6185294469348,-28.880377185238174],[153.62113081400244,-28.880377185238174],[153.62113081400244,-28.87777581817051],[153.6185294469348,-28.87777581817051],[153.6185294469348,-28.880377185238174]]]}"
"59054,-11102",73265.62630047947,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62113081400244,-28.880377185238174],[153.62373218107012,-28.880377185238174],[153.62373218107012,-28.87777581817051],[153.62113081400244,-28.87777581817051],[153.62113081400244,-28.880377185238174]]]}"
"59055,-11102",73265.62629898984,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62373218107012,-28.880377185238174],[153.62633354813778,-28.880377185238174],[153.62633354813778,-28.87777581817051],[153.62373218107012,-28.87777581817051],[153.62373218107012,-28.880377185238174]]]}"
