system:index,area_m2,.geo
"59001,-11082",73302.29023077885,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4832583594161,-28.828349843884837],[153.48585972648377,-28.828349843884837],[153.48585972648377,-28.82574847681717],[153.4832583594161,-28.82574847681717],[153.4832583594161,-28.828349843884837]]]}"
"59002,-11082",73302.29023215477,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48585972648377,-28.828349843884837],[153.48846109355145,-28.828349843884837],[153.48846109355145,-28.82574847681717],[153.48585972648377,-28.82574847681717],[153.48585972648377,-28.828349843884837]]]}"
"59003,-11082",73302.29023135563,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48846109355145,-28.828349843884837],[153.4910624606191,-28.828349843884837],[153.4910624606191,-28.82574847681717],[153.48846109355145,-28.82574847681717],[153.48846109355145,-28.828349843884837]]]}"
"59004,-11082",73302.29023075794,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4910624606191,-28.828349843884837],[153.49366382768676,-28.828349843884837],[153.49366382768676,-28.82574847681717],[153.4910624606191,-28.82574847681717],[153.4910624606191,-28.828349843884837]]]}"
"59005,-11082",73302.29023208881,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49366382768676,-28.828349843884837],[153.49626519475444,-28.828349843884837],[153.49626519475444,-28.82574847681717],[153.49366382768676,-28.82574847681717],[153.49366382768676,-28.828349843884837]]]}"
"59006,-11082",73302.29023087121,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49626519475444,-28.828349843884837],[153.4988665618221,-28.828349843884837],[153.4988665618221,-28.82574847681717],[153.49626519475444,-28.82574847681717],[153.49626519475444,-28.828349843884837]]]}"
"59007,-11082",73302.2902320466,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4988665618221,-28.828349843884837],[153.50146792888978,-28.828349843884837],[153.50146792888978,-28.82574847681717],[153.4988665618221,-28.82574847681717],[153.4988665618221,-28.828349843884837]]]}"
"59008,-11082",73302.29023066699,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50146792888978,-28.828349843884837],[153.50406929595744,-28.828349843884837],[153.50406929595744,-28.82574847681717],[153.50146792888978,-28.82574847681717],[153.50146792888978,-28.828349843884837]]]}"
"59009,-11082",73302.29023224032,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50406929595744,-28.828349843884837],[153.50667066302512,-28.828349843884837],[153.50667066302512,-28.82574847681717],[153.50406929595744,-28.82574847681717],[153.50406929595744,-28.828349843884837]]]}"
"59010,-11082",73302.29023071726,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50667066302512,-28.828349843884837],[153.50927203009277,-28.828349843884837],[153.50927203009277,-28.82574847681717],[153.50667066302512,-28.82574847681717],[153.50667066302512,-28.828349843884837]]]}"
"59011,-11082",73302.2902314591,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.50927203009277,-28.828349843884837],[153.51187339716043,-28.828349843884837],[153.51187339716043,-28.82574847681717],[153.50927203009277,-28.82574847681717],[153.50927203009277,-28.828349843884837]]]}"
"59012,-11082",73302.29023144628,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51187339716043,-28.828349843884837],[153.5144747642281,-28.828349843884837],[153.5144747642281,-28.82574847681717],[153.51187339716043,-28.82574847681717],[153.51187339716043,-28.828349843884837]]]}"
"59013,-11082",73302.29023144039,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5144747642281,-28.828349843884837],[153.51707613129577,-28.828349843884837],[153.51707613129577,-28.82574847681717],[153.5144747642281,-28.82574847681717],[153.5144747642281,-28.828349843884837]]]}"
"59014,-11082",73302.29023155177,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51707613129577,-28.828349843884837],[153.51967749836345,-28.828349843884837],[153.51967749836345,-28.82574847681717],[153.51707613129577,-28.82574847681717],[153.51707613129577,-28.828349843884837]]]}"
"59015,-11082",73302.29023137342,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.51967749836345,-28.828349843884837],[153.5222788654311,-28.828349843884837],[153.5222788654311,-28.82574847681717],[153.51967749836345,-28.82574847681717],[153.51967749836345,-28.828349843884837]]]}"
"59016,-11082",73302.29023220806,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5222788654311,-28.828349843884837],[153.5248802324988,-28.828349843884837],[153.5248802324988,-28.82574847681717],[153.5222788654311,-28.82574847681717],[153.5222788654311,-28.828349843884837]]]}"
"59017,-11082",73302.29023064149,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5248802324988,-28.828349843884837],[153.52748159956644,-28.828349843884837],[153.52748159956644,-28.82574847681717],[153.5248802324988,-28.82574847681717],[153.5248802324988,-28.828349843884837]]]}"
"59018,-11082",73302.29023066332,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.52748159956644,-28.828349843884837],[153.5300829666341,-28.828349843884837],[153.5300829666341,-28.82574847681717],[153.52748159956644,-28.82574847681717],[153.52748159956644,-28.828349843884837]]]}"
"59019,-11082",73302.29023220333,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5300829666341,-28.828349843884837],[153.53268433370178,-28.828349843884837],[153.53268433370178,-28.82574847681717],[153.5300829666341,-28.82574847681717],[153.5300829666341,-28.828349843884837]]]}"
"59020,-11082",73302.29023143447,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53268433370178,-28.828349843884837],[153.53528570076944,-28.828349843884837],[153.53528570076944,-28.82574847681717],[153.53268433370178,-28.82574847681717],[153.53268433370178,-28.828349843884837]]]}"
"59021,-11082",73302.29023142994,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53528570076944,-28.828349843884837],[153.53788706783712,-28.828349843884837],[153.53788706783712,-28.82574847681717],[153.53528570076944,-28.82574847681717],[153.53528570076944,-28.828349843884837]]]}"
"59022,-11082",73302.29023155668,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.53788706783712,-28.828349843884837],[153.54048843490477,-28.828349843884837],[153.54048843490477,-28.82574847681717],[153.53788706783712,-28.82574847681717],[153.53788706783712,-28.828349843884837]]]}"
"59023,-11082",73302.29023138662,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54048843490477,-28.828349843884837],[153.54308980197246,-28.828349843884837],[153.54308980197246,-28.82574847681717],[153.54048843490477,-28.82574847681717],[153.54048843490477,-28.828349843884837]]]}"
"59024,-11082",73302.29023136295,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54308980197246,-28.828349843884837],[153.5456911690401,-28.828349843884837],[153.5456911690401,-28.82574847681717],[153.54308980197246,-28.82574847681717],[153.54308980197246,-28.828349843884837]]]}"
"59025,-11082",73302.29023082298,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5456911690401,-28.828349843884837],[153.54829253610777,-28.828349843884837],[153.54829253610777,-28.82574847681717],[153.5456911690401,-28.82574847681717],[153.5456911690401,-28.828349843884837]]]}"
"59026,-11082",73302.2902322375,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54829253610777,-28.828349843884837],[153.55089390317545,-28.828349843884837],[153.55089390317545,-28.82574847681717],[153.54829253610777,-28.82574847681717],[153.54829253610777,-28.828349843884837]]]}"
"59027,-11082",73302.29023067202,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55089390317545,-28.828349843884837],[153.5534952702431,-28.828349843884837],[153.5534952702431,-28.82574847681717],[153.55089390317545,-28.82574847681717],[153.55089390317545,-28.828349843884837]]]}"
"59028,-11082",73302.29023206807,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5534952702431,-28.828349843884837],[153.5560966373108,-28.828349843884837],[153.5560966373108,-28.82574847681717],[153.5534952702431,-28.82574847681717],[153.5534952702431,-28.828349843884837]]]}"
"59029,-11082",73302.29023082842,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5560966373108,-28.828349843884837],[153.55869800437844,-28.828349843884837],[153.55869800437844,-28.82574847681717],[153.5560966373108,-28.82574847681717],[153.5560966373108,-28.828349843884837]]]}"
"59030,-11082",73302.29023212899,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55869800437844,-28.828349843884837],[153.56129937144613,-28.828349843884837],[153.56129937144613,-28.82574847681717],[153.55869800437844,-28.82574847681717],[153.55869800437844,-28.828349843884837]]]}"
"59031,-11082",73302.29023075999,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56129937144613,-28.828349843884837],[153.56390073851378,-28.828349843884837],[153.56390073851378,-28.82574847681717],[153.56129937144613,-28.82574847681717],[153.56129937144613,-28.828349843884837]]]}"
"59032,-11082",73302.29023145633,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56390073851378,-28.828349843884837],[153.56650210558143,-28.828349843884837],[153.56650210558143,-28.82574847681717],[153.56390073851378,-28.82574847681717],[153.56390073851378,-28.828349843884837]]]}"
"59033,-11082",73302.29023223299,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56650210558143,-28.828349843884837],[153.56910347264912,-28.828349843884837],[153.56910347264912,-28.82574847681717],[153.56650210558143,-28.82574847681717],[153.56650210558143,-28.828349843884837]]]}"
"59034,-11082",73302.29023070705,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56910347264912,-28.828349843884837],[153.57170483971677,-28.828349843884837],[153.57170483971677,-28.82574847681717],[153.56910347264912,-28.82574847681717],[153.56910347264912,-28.828349843884837]]]}"
"59035,-11082",73302.29023214898,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57170483971677,-28.828349843884837],[153.57430620678446,-28.828349843884837],[153.57430620678446,-28.82574847681717],[153.57170483971677,-28.82574847681717],[153.57170483971677,-28.828349843884837]]]}"
"59036,-11082",73302.29023064529,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57430620678446,-28.828349843884837],[153.5769075738521,-28.828349843884837],[153.5769075738521,-28.82574847681717],[153.57430620678446,-28.82574847681717],[153.57430620678446,-28.828349843884837]]]}"
"59037,-11082",73302.29023210207,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5769075738521,-28.828349843884837],[153.5795089409198,-28.828349843884837],[153.5795089409198,-28.82574847681717],[153.5769075738521,-28.82574847681717],[153.5769075738521,-28.828349843884837]]]}"
"59038,-11082",73302.29023071901,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5795089409198,-28.828349843884837],[153.58211030798745,-28.828349843884837],[153.58211030798745,-28.82574847681717],[153.5795089409198,-28.82574847681717],[153.5795089409198,-28.828349843884837]]]}"
"59039,-11082",73302.2902314075,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58211030798745,-28.828349843884837],[153.5847116750551,-28.828349843884837],[153.5847116750551,-28.82574847681717],[153.58211030798745,-28.82574847681717],[153.58211030798745,-28.828349843884837]]]}"
"59040,-11082",73302.29023152438,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5847116750551,-28.828349843884837],[153.5873130421228,-28.828349843884837],[153.5873130421228,-28.82574847681717],[153.5847116750551,-28.82574847681717],[153.5847116750551,-28.828349843884837]]]}"
"59041,-11082",73302.29023148408,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5873130421228,-28.828349843884837],[153.58991440919044,-28.828349843884837],[153.58991440919044,-28.82574847681717],[153.5873130421228,-28.82574847681717],[153.5873130421228,-28.828349843884837]]]}"
"59042,-11082",73302.29023141117,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58991440919044,-28.828349843884837],[153.59251577625813,-28.828349843884837],[153.59251577625813,-28.82574847681717],[153.58991440919044,-28.82574847681717],[153.58991440919044,-28.828349843884837]]]}"
"59043,-11082",73302.29023141917,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59251577625813,-28.828349843884837],[153.59511714332578,-28.828349843884837],[153.59511714332578,-28.82574847681717],[153.59251577625813,-28.82574847681717],[153.59251577625813,-28.828349843884837]]]}"
"59044,-11082",73302.29023146626,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.828349843884837],[153.59771851039346,-28.828349843884837],[153.59771851039346,-28.82574847681717],[153.59511714332578,-28.82574847681717],[153.59511714332578,-28.828349843884837]]]}"
"59045,-11082",73302.29023142529,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.828349843884837],[153.60031987746112,-28.828349843884837],[153.60031987746112,-28.82574847681717],[153.59771851039346,-28.82574847681717],[153.59771851039346,-28.828349843884837]]]}"
"59046,-11082",73302.29023064248,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.828349843884837],[153.60292124452877,-28.828349843884837],[153.60292124452877,-28.82574847681717],[153.60031987746112,-28.82574847681717],[153.60031987746112,-28.828349843884837]]]}"
"59047,-11082",73302.29023223359,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60292124452877,-28.828349843884837],[153.60552261159646,-28.828349843884837],[153.60552261159646,-28.82574847681717],[153.60292124452877,-28.82574847681717],[153.60292124452877,-28.828349843884837]]]}"
"59048,-11082",73302.29023131587,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60552261159646,-28.828349843884837],[153.6081239786641,-28.828349843884837],[153.6081239786641,-28.82574847681717],[153.60552261159646,-28.82574847681717],[153.60552261159646,-28.828349843884837]]]}"
"59049,-11082",73302.2902315827,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6081239786641,-28.828349843884837],[153.6107253457318,-28.828349843884837],[153.6107253457318,-28.82574847681717],[153.6081239786641,-28.82574847681717],[153.6081239786641,-28.828349843884837]]]}"
"59050,-11082",73302.29023145174,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6107253457318,-28.828349843884837],[153.61332671279945,-28.828349843884837],[153.61332671279945,-28.82574847681717],[153.6107253457318,-28.82574847681717],[153.6107253457318,-28.828349843884837]]]}"
"59051,-11082",73302.29023141523,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61332671279945,-28.828349843884837],[153.61592807986713,-28.828349843884837],[153.61592807986713,-28.82574847681717],[153.61332671279945,-28.82574847681717],[153.61332671279945,-28.828349843884837]]]}"
"59052,-11082",73302.29023155736,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61592807986713,-28.828349843884837],[153.6185294469348,-28.828349843884837],[153.6185294469348,-28.82574847681717],[153.61592807986713,-28.82574847681717],[153.61592807986713,-28.828349843884837]]]}"
"59053,-11082",73302.29023056253,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6185294469348,-28.828349843884837],[153.62113081400244,-28.828349843884837],[153.62113081400244,-28.82574847681717],[153.6185294469348,-28.82574847681717],[153.6185294469348,-28.828349843884837]]]}"
"59054,-11082",73302.29023220965,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62113081400244,-28.828349843884837],[153.62373218107012,-28.828349843884837],[153.62373218107012,-28.82574847681717],[153.62113081400244,-28.82574847681717],[153.62113081400244,-28.828349843884837]]]}"
"59055,-11082",73302.29023071323,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62373218107012,-28.828349843884837],[153.62633354813778,-28.828349843884837],[153.62633354813778,-28.82574847681717],[153.62373218107012,-28.82574847681717],[153.62373218107012,-28.828349843884837]]]}"
"59056,-11082",73302.29023220258,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62633354813778,-28.828349843884837],[153.62893491520546,-28.828349843884837],[153.62893491520546,-28.82574847681717],[153.62633354813778,-28.82574847681717],[153.62633354813778,-28.828349843884837]]]}"
"59057,-11082",73302.29023072499,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62893491520546,-28.828349843884837],[153.63153628227312,-28.828349843884837],[153.63153628227312,-28.82574847681717],[153.62893491520546,-28.82574847681717],[153.62893491520546,-28.828349843884837]]]}"
"59058,-11082",73302.290231446,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63153628227312,-28.828349843884837],[153.63413764934077,-28.828349843884837],[153.63413764934077,-28.82574847681717],[153.63153628227312,-28.82574847681717],[153.63153628227312,-28.828349843884837]]]}"
"59059,-11082",73302.29023139524,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63413764934077,-28.828349843884837],[153.63673901640846,-28.828349843884837],[153.63673901640846,-28.82574847681717],[153.63413764934077,-28.82574847681717],[153.63413764934077,-28.828349843884837]]]}"
"59060,-11082",73302.29023147926,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.63673901640846,-28.828349843884837],[153.6393403834761,-28.828349843884837],[153.6393403834761,-28.82574847681717],[153.63673901640846,-28.82574847681717],[153.63673901640846,-28.828349843884837]]]}"
"59061,-11082",73302.2902321723,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6393403834761,-28.828349843884837],[153.6419417505438,-28.828349843884837],[153.6419417505438,-28.82574847681717],[153.6393403834761,-28.82574847681717],[153.6393403834761,-28.828349843884837]]]}"
"59062,-11082",73302.2902306057,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6419417505438,-28.828349843884837],[153.64454311761145,-28.828349843884837],[153.64454311761145,-28.82574847681717],[153.6419417505438,-28.82574847681717],[153.6419417505438,-28.828349843884837]]]}"
"59063,-11082",73302.2902321955,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.64454311761145,-28.828349843884837],[153.64714448467913,-28.828349843884837],[153.64714448467913,-28.82574847681717],[153.64454311761145,-28.82574847681717],[153.64454311761145,-28.828349843884837]]]}"
"59064,-11082",73302.29023072522,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.64714448467913,-28.828349843884837],[153.6497458517468,-28.828349843884837],[153.6497458517468,-28.82574847681717],[153.64714448467913,-28.82574847681717],[153.64714448467913,-28.828349843884837]]]}"
"59065,-11082",73302.29023150892,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6497458517468,-28.828349843884837],[153.65234721881444,-28.828349843884837],[153.65234721881444,-28.82574847681717],[153.6497458517468,-28.82574847681717],[153.6497458517468,-28.828349843884837]]]}"
"59066,-11082",73302.29023142916,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.65234721881444,-28.828349843884837],[153.65494858588212,-28.828349843884837],[153.65494858588212,-28.82574847681717],[153.65234721881444,-28.82574847681717],[153.65234721881444,-28.828349843884837]]]}"
"59067,-11082",73302.29023137219,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.65494858588212,-28.828349843884837],[153.65754995294978,-28.828349843884837],[153.65754995294978,-28.82574847681717],[153.65494858588212,-28.82574847681717],[153.65494858588212,-28.828349843884837]]]}"
"58995,-11081",73304.12184208247,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4676501570101,-28.82574847681717],[153.47025152407778,-28.82574847681717],[153.47025152407778,-28.823147109749502],[153.4676501570101,-28.823147109749502],[153.4676501570101,-28.82574847681717]]]}"
"58996,-11081",73304.12184208192,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47025152407778,-28.82574847681717],[153.47285289114544,-28.82574847681717],[153.47285289114544,-28.823147109749502],[153.47025152407778,-28.823147109749502],[153.47025152407778,-28.82574847681717]]]}"
"58997,-11081",73304.12184121709,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47285289114544,-28.82574847681717],[153.4754542582131,-28.82574847681717],[153.4754542582131,-28.823147109749502],[153.47285289114544,-28.823147109749502],[153.47285289114544,-28.82574847681717]]]}"
"58998,-11081",73304.12184278702,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4754542582131,-28.82574847681717],[153.47805562528077,-28.82574847681717],[153.47805562528077,-28.823147109749502],[153.4754542582131,-28.823147109749502],[153.4754542582131,-28.82574847681717]]]}"
"58999,-11081",73304.12184126073,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.47805562528077,-28.82574847681717],[153.48065699234843,-28.82574847681717],[153.48065699234843,-28.823147109749502],[153.47805562528077,-28.823147109749502],[153.47805562528077,-28.82574847681717]]]}"
"59000,-11081",73304.12184270637,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48065699234843,-28.82574847681717],[153.4832583594161,-28.82574847681717],[153.4832583594161,-28.823147109749502],[153.48065699234843,-28.823147109749502],[153.48065699234843,-28.82574847681717]]]}"
"59001,-11081",73304.12184137791,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4832583594161,-28.82574847681717],[153.48585972648377,-28.82574847681717],[153.48585972648377,-28.823147109749502],[153.4832583594161,-28.823147109749502],[153.4832583594161,-28.82574847681717]]]}"
"59002,-11081",73304.12184271839,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48585972648377,-28.82574847681717],[153.48846109355145,-28.82574847681717],[153.48846109355145,-28.823147109749502],[153.48585972648377,-28.823147109749502],[153.48585972648377,-28.82574847681717]]]}"
"59003,-11081",73304.12184204595,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.48846109355145,-28.82574847681717],[153.4910624606191,-28.82574847681717],[153.4910624606191,-28.823147109749502],[153.48846109355145,-28.823147109749502],[153.48846109355145,-28.82574847681717]]]}"
"59004,-11081",73304.12184135192,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.4910624606191,-28.82574847681717],[153.49366382768676,-28.82574847681717],[153.49366382768676,-28.823147109749502],[153.4910624606191,-28.823147109749502],[153.4910624606191,-28.82574847681717]]]}"
"59005,-11081",73304.12184272909,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49366382768676,-28.82574847681717],[153.49626519475444,-28.82574847681717],[153.49626519475444,-28.823147109749502],[153.49366382768676,-28.823147109749502],[153.49366382768676,-28.82574847681717]]]}"
"59006,-11081",73304.12184133244,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.49626519475444,-28.82574847681717],[153.4988665618221,-28.82574847681717],[153.4988665618221,-28.823147109749502],[153.49626519475444,-28.823147109749502],[153.49626519475444,-28.82574847681717]]]}"
